age,diet,height,location,date,Class
27,anything,63,san francisco,2011-11-03,other
24,mostly vegetarian,61,menlo park,2012-06-30,other
22,,62,pleasant hill,2012-07-01,other
24,anything,70,berkeley,2012-07-01,other
31,,69,san francisco,2012-06-26,other
29,,36,oakland,2012-06-30,other
57,vegetarian,70,san francisco,2012-05-10,other
61,strictly anything,64,oakland,2012-03-08,other
50,,66,oakland,2012-06-29,other
39,mostly vegetarian,75,oakland,2012-04-12,other
34,strictly anything,70,san francisco,2012-06-28,stem
24,mostly anything,64,oakland,2012-06-11,other
47,,72,richmond,2012-02-23,other
26,strictly anything,69,san francisco,2012-06-27,other
28,,67,oakland,2012-06-30,other
26,mostly anything,64,san francisco,2012-06-27,other
23,anything,68,mill valley,2012-06-19,other
21,mostly anything,64,berkeley,2012-04-07,other
23,,67,san francisco,2011-12-23,other
25,,66,san francisco,2012-06-20,other
23,,66,san francisco,2012-06-30,other
23,mostly vegetarian,66,san francisco,2012-06-30,other
38,anything,63,san francisco,2012-06-24,other
32,mostly anything,72,san francisco,2012-06-19,other
30,mostly vegetarian,69,san francisco,2012-06-19,other
34,mostly vegetarian,66,berkeley,2011-10-16,other
29,,72,san francisco,2012-04-22,other
37,anything,75,oakland,2012-06-30,other
42,,75,san francisco,2012-06-17,other
26,,68,san francisco,2012-07-01,other
30,mostly vegetarian,70,oakland,2012-06-26,other
26,,74,san francisco,2012-06-25,stem
38,mostly anything,73,san francisco,2012-03-20,other
28,,67,san mateo,2012-06-30,other
28,mostly vegetarian,67,san francisco,2012-05-23,other
24,strictly anything,70,san francisco,2012-07-01,other
37,mostly anything,68,san francisco,2012-06-29,other
31,,70,san francisco,2012-06-30,other
55,,72,san francisco,2012-06-13,stem
60,,67,sausalito,2012-06-26,other
25,mostly vegetarian,72,walnut creek,2012-06-28,other
23,mostly anything,60,san francisco,2012-07-01,stem
46,mostly anything,73,oakland,2012-06-22,other
29,strictly other,67,oakland,2012-07-01,other
35,strictly vegetarian,68,emeryville,2012-06-30,stem
37,mostly anything,71,san francisco,2012-03-17,other
31,mostly vegetarian,72,mountain view,2012-06-30,other
27,mostly anything,67,vallejo,2012-06-30,other
55,,65,oakland,2012-06-27,other
34,,70,san rafael,2012-06-23,other
41,mostly anything,69,san francisco,2012-06-30,stem
27,strictly anything,69,san francisco,2012-06-30,other
61,,65,san rafael,2011-12-23,other
31,,72,mountain view,2011-06-28,other
32,mostly anything,77,san francisco,2012-06-28,other
54,,68,daly city,2012-05-18,other
26,anything,66,san francisco,2012-06-30,other
29,mostly anything,71,half moon bay,2011-06-30,other
63,,71,oakland,2012-06-25,other
24,anything,71,berkeley,2012-07-01,other
51,mostly anything,68,san francisco,2012-04-12,other
33,,75,san francisco,2012-02-25,other
30,mostly anything,71,oakland,2012-06-30,stem
27,,66,san leandro,2012-05-11,stem
24,,69,san francisco,2012-06-30,other
26,mostly anything,71,san francisco,2012-01-23,other
22,anything,67,san francisco,2012-06-30,other
34,,74,el cerrito,2012-06-27,stem
55,,69,berkeley,2012-06-30,other
28,mostly vegetarian,67,oakland,2011-09-27,other
39,,74,san francisco,2012-06-30,other
31,,71,san francisco,2012-07-01,other
28,,68,san francisco,2011-10-19,other
41,mostly anything,74,san francisco,2012-06-30,stem
27,strictly anything,66,oakland,2012-06-30,other
21,anything,63,berkeley,2012-06-28,other
36,,65,san francisco,2012-06-29,other
24,anything,68,san francisco,2012-06-30,other
31,,61,san leandro,2012-06-26,other
28,,70,san francisco,2012-06-30,stem
34,mostly anything,69,oakland,2012-03-01,other
19,mostly anything,67,san lorenzo,2012-01-11,other
21,mostly anything,68,san francisco,2011-11-14,other
22,vegetarian,70,san francisco,2012-06-30,other
24,mostly vegetarian,69,mountain view,2012-07-01,other
24,,70,redwood city,2012-06-30,other
49,mostly anything,68,san francisco,2012-06-27,other
48,mostly anything,64,san francisco,2012-06-30,other
31,,70,san francisco,2012-06-30,other
32,,67,san francisco,2012-06-28,other
49,mostly vegetarian,72,oakland,2012-06-30,other
33,,71,san francisco,2012-03-12,other
58,mostly vegetarian,68,albany,2012-05-13,other
49,,68,oakland,2012-06-29,other
26,,72,oakland,2012-06-28,other
37,,68,san francisco,2012-06-30,stem
23,anything,72,los angeles,2012-06-28,other
34,mostly anything,68,san francisco,2012-06-15,stem
49,,69,san pablo,2012-06-28,other
32,mostly anything,72,san francisco,2012-06-06,other
42,,69,san francisco,2011-09-05,other
31,mostly other,63,san francisco,2012-03-11,other
26,mostly anything,66,south san francisco,2012-06-25,other
24,mostly anything,70,san lorenzo,2012-04-23,other
32,mostly anything,71,oakland,2012-06-30,stem
23,mostly anything,67,san francisco,2012-06-26,other
38,strictly vegan,69,san francisco,2012-06-30,other
24,mostly anything,72,san francisco,2012-06-06,other
26,mostly vegetarian,62,san francisco,2012-06-25,other
30,,60,berkeley,2012-06-19,other
36,,70,oakland,2012-06-29,other
38,strictly anything,72,san francisco,2012-06-25,stem
42,,72,san francisco,2012-06-29,other
36,mostly anything,66,palo alto,2011-07-05,other
26,strictly anything,64,berkeley,2012-06-30,other
21,mostly anything,69,berkeley,2012-07-01,other
24,mostly anything,67,daly city,2012-06-30,other
27,mostly anything,75,san pablo,2012-07-01,other
28,strictly vegetarian,64,emeryville,2012-07-01,other
26,mostly anything,75,san francisco,2012-06-30,other
28,,70,mill valley,2011-10-20,other
33,,70,oakland,2012-06-14,other
32,vegetarian,74,san francisco,2012-06-29,stem
23,mostly anything,73,san francisco,2011-12-15,other
44,,73,berkeley,2012-06-30,other
27,mostly other,71,emeryville,2012-06-30,other
27,,68,san francisco,2012-06-30,other
28,strictly anything,74,san francisco,2012-06-20,stem
27,mostly anything,74,orinda,2012-06-24,other
44,mostly anything,67,san francisco,2012-06-22,other
36,mostly anything,68,san francisco,2012-06-30,other
22,mostly anything,67,berkeley,2012-06-26,other
25,strictly anything,73,oakland,2012-06-29,other
56,mostly anything,73,daly city,2012-06-27,other
27,,65,san francisco,2012-06-19,other
30,mostly anything,68,san francisco,2012-06-29,other
60,,71,castro valley,2012-06-30,other
25,mostly anything,63,san francisco,2012-06-29,other
38,,67,richmond,2012-06-29,other
35,mostly anything,72,san francisco,2012-06-28,stem
26,anything,68,berkeley,2012-06-09,other
26,mostly anything,70,san francisco,2012-06-30,other
22,vegetarian,70,alameda,2012-04-25,other
27,mostly anything,67,oakland,2012-06-30,other
25,anything,72,daly city,2012-06-23,stem
33,,74,san francisco,2012-06-17,stem
32,anything,69,oakland,2012-06-26,stem
32,,67,san francisco,2012-01-29,other
31,mostly anything,74,san francisco,2011-10-13,other
25,strictly anything,68,san francisco,2012-03-22,other
29,,70,san leandro,2012-06-17,stem
27,mostly anything,70,san francisco,2012-06-29,other
22,mostly anything,65,orinda,2012-05-20,other
26,,72,san francisco,2012-06-22,other
27,mostly anything,66,berkeley,2012-06-29,other
39,strictly vegetarian,72,nicasio,2012-06-29,other
25,anything,75,san francisco,2012-06-30,other
32,mostly anything,76,oakland,2012-06-28,other
31,anything,72,san francisco,2012-06-30,other
24,,72,pleasant hill,2012-06-29,other
23,mostly anything,70,orinda,2012-06-28,other
26,,69,san francisco,2012-06-30,other
32,,73,san francisco,2012-03-10,other
42,,72,emeryville,2012-06-29,other
39,,74,san francisco,2012-06-29,other
35,,74,san francisco,2012-06-30,stem
29,,70,san francisco,2011-10-22,other
29,,68,san mateo,2012-06-29,stem
24,,69,oakland,2012-06-07,other
22,mostly anything,69,san francisco,2012-06-30,other
31,mostly vegan,69,san francisco,2012-06-29,other
40,mostly vegetarian,74,oakland,2012-06-29,stem
31,mostly anything,72,san francisco,2012-06-27,other
42,,68,oakland,2012-06-19,stem
31,strictly anything,70,san francisco,2012-03-25,other
36,mostly anything,65,san francisco,2012-06-29,other
57,,71,palo alto,2012-07-01,stem
45,,69,san francisco,2012-06-30,other
32,mostly vegan,64,oakland,2012-06-30,other
35,mostly anything,69,san francisco,2012-07-01,other
36,,67,berkeley,2012-06-28,other
41,strictly anything,71,menlo park,2012-06-30,other
43,,62,san francisco,2012-02-10,other
42,other,68,novato,2012-03-22,other
20,strictly anything,69,san francisco,2012-03-14,other
33,anything,70,san francisco,2012-06-29,other
32,,70,san francisco,2012-05-26,other
25,,66,san francisco,2012-03-12,other
34,,67,south san francisco,2012-06-18,other
24,anything,72,san francisco,2012-06-30,other
27,,67,berkeley,2012-07-01,stem
27,vegetarian,62,san francisco,2012-07-01,stem
24,anything,63,emeryville,2012-06-30,other
40,,71,vallejo,2012-02-03,other
27,,66,oakland,2011-07-28,other
26,strictly anything,74,san francisco,2012-06-29,stem
26,,69,vallejo,2012-07-01,other
34,,66,oakland,2012-06-26,other
37,,64,san francisco,2012-04-09,other
34,,65,oakland,2012-06-29,stem
23,,71,berkeley,2012-02-22,stem
20,strictly anything,72,san rafael,2012-02-14,other
23,,68,san francisco,2012-06-19,other
29,,63,san francisco,2012-06-30,other
36,mostly vegetarian,70,san francisco,2012-06-24,other
32,mostly anything,73,berkeley,2012-06-25,other
27,strictly anything,72,oakland,2012-06-17,other
24,anything,64,san francisco,2012-02-04,other
27,mostly anything,70,san francisco,2012-06-30,stem
29,mostly anything,65,san francisco,2012-06-27,other
38,mostly anything,65,emeryville,2012-06-30,other
26,anything,60,pleasant hill,2012-06-29,other
33,,62,san francisco,2012-06-26,other
21,mostly anything,72,san francisco,2012-06-30,other
28,,62,san francisco,2012-06-30,other
38,anything,64,san francisco,2012-07-01,other
19,mostly anything,68,oakland,2012-06-27,other
55,mostly vegetarian,62,emeryville,2012-06-25,other
25,,64,berkeley,2012-07-01,other
41,mostly anything,65,san francisco,2012-06-30,other
32,mostly anything,63,san francisco,2012-05-11,other
53,mostly other,65,albany,2012-06-19,other
40,mostly anything,75,oakland,2012-06-23,other
28,strictly anything,70,san francisco,2012-06-25,other
34,mostly anything,74,san francisco,2012-06-28,stem
27,mostly vegetarian,67,emeryville,2012-06-30,other
35,,69,san francisco,2012-06-30,other
43,strictly anything,72,fremont,2012-06-28,other
33,,63,san francisco,2012-06-27,other
36,,62,san francisco,2012-03-26,other
37,,63,san francisco,2012-06-29,other
30,mostly anything,69,oakland,2012-06-30,other
53,,74,hayward,2011-08-24,other
34,strictly vegan,67,daly city,2012-06-19,other
24,,64,san mateo,2012-06-29,other
31,strictly vegetarian,70,san francisco,2012-06-22,stem
33,,71,oakland,2012-01-16,other
34,,62,san francisco,2012-06-30,other
35,mostly anything,69,san francisco,2012-06-24,other
26,mostly vegan,70,berkeley,2012-06-29,stem
23,strictly vegan,67,san francisco,2012-06-28,other
36,mostly other,65,san francisco,2012-06-29,other
26,mostly vegetarian,69,oakland,2012-06-30,other
32,mostly other,68,san francisco,2012-06-30,other
32,strictly anything,62,lafayette,2012-01-08,other
26,anything,68,san francisco,2012-07-01,other
32,,65,san francisco,2012-06-30,other
34,other,69,san francisco,2012-06-22,other
42,mostly anything,70,san francisco,2012-06-25,stem
32,mostly anything,72,daly city,2012-02-19,other
31,mostly anything,76,san rafael,2012-06-30,other
30,mostly vegetarian,61,san francisco,2012-06-30,other
39,mostly other,67,richmond,2011-12-27,other
20,mostly anything,74,berkeley,2012-06-26,stem
25,strictly vegan,66,walnut creek,2012-06-30,other
27,vegetarian,64,san francisco,2011-09-27,other
40,,62,oakland,2012-06-29,other
33,mostly anything,67,oakland,2012-06-30,other
44,anything,64,san francisco,2012-06-24,other
29,strictly anything,74,san francisco,2012-06-26,other
47,,74,san francisco,2012-06-20,stem
24,mostly anything,74,san francisco,2012-06-28,other
28,strictly anything,76,san francisco,2012-02-03,other
37,,71,san francisco,2012-06-24,other
33,,61,emeryville,2012-06-30,other
23,anything,71,san francisco,2012-06-20,stem
31,,69,san mateo,2012-06-29,stem
34,strictly anything,69,san francisco,2012-02-28,other
25,mostly vegetarian,68,san francisco,2012-05-25,other
30,,68,san leandro,2012-06-21,stem
26,,76,alameda,2012-06-26,other
33,anything,73,san francisco,2012-06-28,stem
32,strictly vegetarian,66,oakland,2012-07-01,other
36,mostly anything,73,san francisco,2012-06-03,other
39,mostly anything,68,san francisco,2012-01-15,other
44,mostly anything,70,oakland,2012-06-29,stem
21,,71,san francisco,2012-06-30,stem
26,strictly anything,65,san francisco,2012-06-30,stem
33,anything,69,san francisco,2012-06-27,other
26,,65,san francisco,2012-03-18,other
41,strictly anything,74,berkeley,2012-06-30,other
24,mostly anything,66,oakland,2012-04-22,other
32,mostly vegetarian,70,san francisco,2012-07-01,other
32,mostly anything,67,oakland,2012-06-30,other
25,,68,san francisco,2012-06-28,stem
32,anything,71,redwood city,2012-06-30,other
20,,66,menlo park,2011-08-29,other
36,,70,san francisco,2012-06-30,other
20,mostly vegetarian,71,san francisco,2012-04-14,other
20,mostly anything,75,el cerrito,2012-06-30,other
23,,71,san mateo,2012-07-01,other
22,mostly anything,66,benicia,2012-06-30,other
39,mostly anything,72,oakland,2012-07-01,other
26,,71,castro valley,2012-01-10,other
39,strictly other,71,san francisco,2012-06-22,other
33,mostly vegetarian,69,emeryville,2011-07-05,other
37,,71,san francisco,2012-06-30,stem
21,mostly anything,75,redwood city,2012-06-28,other
51,mostly anything,71,san mateo,2012-07-01,other
23,strictly anything,64,mountain view,2012-06-30,stem
28,,64,san francisco,2012-06-30,other
28,mostly other,67,san francisco,2012-06-29,other
29,,67,san francisco,2012-02-25,other
24,mostly anything,69,redwood city,2012-07-01,stem
30,mostly anything,71,san francisco,2012-06-25,other
49,mostly anything,67,pacifica,2012-06-17,other
24,mostly vegetarian,71,stanford,2012-01-27,other
29,,68,emeryville,2011-12-25,other
24,,72,san francisco,2012-04-02,stem
23,,66,san mateo,2012-07-01,other
20,mostly anything,71,san francisco,2012-06-30,other
43,,68,san francisco,2012-06-30,other
25,strictly anything,70,burlingame,2012-06-29,other
29,anything,71,san francisco,2012-06-15,other
34,,69,san francisco,2012-06-27,stem
22,,68,san francisco,2012-05-07,other
22,anything,68,emeryville,2011-08-12,other
24,anything,72,san francisco,2012-06-30,other
22,mostly anything,65,san francisco,2011-10-15,other
25,mostly vegetarian,63,san francisco,2012-06-28,other
46,,64,san francisco,2012-07-01,other
48,mostly anything,66,san francisco,2012-06-30,other
25,mostly other,68,hayward,2012-06-30,other
32,,64,san francisco,2012-05-12,other
30,strictly anything,69,emeryville,2012-04-12,stem
21,strictly anything,67,san francisco,2012-07-01,other
24,strictly anything,71,san francisco,2012-06-26,stem
48,mostly anything,74,san francisco,2011-08-30,stem
46,mostly other,71,san francisco,2012-06-03,other
21,strictly anything,68,palo alto,2012-05-21,other
26,,67,san francisco,2012-06-29,stem
22,vegetarian,71,berkeley,2012-06-30,stem
19,mostly anything,72,san francisco,2012-06-16,other
22,,72,fairfax,2012-06-29,other
40,,74,san francisco,2012-07-01,stem
40,mostly anything,69,oakland,2012-06-30,other
52,,68,oakland,2012-05-18,other
44,mostly vegetarian,71,pleasant hill,2012-06-18,other
33,anything,65,berkeley,2012-06-06,stem
29,mostly vegetarian,67,benicia,2011-08-16,other
38,,71,san francisco,2012-06-30,other
41,mostly anything,74,san francisco,2012-06-19,other
46,strictly anything,62,novato,2012-06-26,other
58,mostly anything,67,oakland,2012-06-11,other
27,,74,san francisco,2012-06-19,stem
26,,66,san francisco,2012-06-30,other
42,anything,73,san francisco,2012-06-30,other
30,mostly anything,76,san francisco,2012-06-27,stem
20,anything,71,novato,2012-06-27,other
28,other,68,daly city,2012-05-25,other
40,,70,san francisco,2012-06-20,other
32,,70,san francisco,2012-04-13,other
25,,70,berkeley,2012-06-22,other
47,,70,san francisco,2012-06-30,other
30,mostly anything,69,oakland,2012-06-30,other
47,,66,san francisco,2011-08-12,other
57,,74,san francisco,2012-06-29,stem
56,mostly vegetarian,73,berkeley,2012-07-01,other
31,strictly vegan,62,oakland,2012-06-29,other
39,strictly anything,68,san francisco,2012-06-27,other
20,mostly anything,77,san francisco,2012-06-29,other
28,mostly vegetarian,74,san francisco,2012-02-15,stem
31,mostly vegetarian,65,san rafael,2012-06-30,other
25,strictly anything,64,hayward,2012-06-02,other
28,mostly anything,71,san mateo,2012-07-01,other
25,strictly anything,74,san francisco,2012-06-29,other
38,other,77,oakland,2012-06-30,other
25,mostly vegetarian,73,san francisco,2012-06-25,other
38,strictly anything,70,san francisco,2012-07-01,other
21,,73,berkeley,2012-06-06,other
27,strictly anything,71,san francisco,2012-02-26,stem
22,,68,san francisco,2012-06-07,other
40,,72,san francisco,2012-05-18,other
23,mostly anything,71,san francisco,2012-06-30,other
52,,75,palo alto,2012-06-18,stem
37,,67,san francisco,2012-06-30,other
27,mostly anything,73,south san francisco,2011-11-02,other
30,,71,berkeley,2012-06-27,other
33,mostly vegetarian,66,sausalito,2011-12-20,other
30,,66,oakland,2012-03-22,other
22,strictly anything,60,san francisco,2012-06-25,other
25,anything,67,san rafael,2011-11-23,other
30,strictly vegetarian,70,berkeley,2012-06-29,other
27,anything,71,berkeley,2012-06-30,stem
22,mostly anything,70,san mateo,2012-06-25,other
30,anything,73,san francisco,2012-06-28,other
22,strictly anything,72,pleasant hill,2012-06-30,other
36,,76,san francisco,2012-02-28,other
23,strictly other,65,daly city,2012-06-28,stem
24,,65,oakland,2012-05-31,other
25,mostly vegetarian,70,san francisco,2012-06-28,other
45,,69,redwood city,2012-06-30,other
22,,73,san francisco,2012-07-01,other
31,,62,san francisco,2012-06-21,other
29,strictly anything,64,san francisco,2012-06-22,other
30,vegetarian,72,oakland,2012-06-26,other
43,mostly anything,75,lafayette,2012-06-30,other
25,,65,vallejo,2012-06-20,other
26,mostly vegetarian,66,san francisco,2012-06-29,other
30,,66,oakland,2012-04-06,other
29,mostly anything,66,oakland,2012-05-14,other
28,,65,berkeley,2012-06-30,other
37,strictly anything,70,vallejo,2012-06-30,other
32,mostly anything,68,oakland,2012-05-23,other
33,strictly anything,73,san francisco,2012-06-30,other
28,,70,berkeley,2011-12-29,other
39,,69,san francisco,2012-06-29,stem
26,,67,san francisco,2012-06-26,other
20,mostly anything,68,oakland,2012-05-11,other
25,mostly anything,76,san francisco,2012-06-30,other
36,mostly anything,71,san francisco,2012-06-20,other
42,,71,oakland,2012-06-28,stem
31,,70,san francisco,2012-07-01,other
45,,66,mill valley,2012-06-25,other
30,,62,san francisco,2012-06-12,other
33,mostly vegetarian,70,san francisco,2012-03-21,other
31,,74,mountain view,2012-05-16,stem
48,,69,oakland,2012-06-29,other
30,mostly vegetarian,77,san francisco,2012-06-29,stem
40,mostly anything,70,pleasant hill,2012-06-30,other
33,,70,san francisco,2012-06-30,stem
30,,70,mountain view,2012-06-29,stem
24,mostly anything,70,san mateo,2012-06-07,other
34,mostly anything,63,hayward,2012-07-01,other
34,mostly anything,73,san francisco,2012-02-17,stem
26,mostly vegetarian,66,san francisco,2012-05-24,other
29,strictly anything,68,oakland,2012-06-29,other
31,mostly other,64,menlo park,2012-06-30,other
36,strictly anything,68,san francisco,2012-06-29,other
26,strictly anything,70,san francisco,2012-06-15,stem
34,mostly vegetarian,68,san francisco,2012-06-30,other
36,mostly anything,68,san francisco,2012-06-23,other
22,mostly anything,67,richmond,2012-06-18,other
33,mostly anything,71,san francisco,2012-07-01,other
27,mostly other,68,san francisco,2012-06-30,other
25,,74,san bruno,2012-01-30,other
31,strictly anything,71,san francisco,2012-07-01,other
50,mostly vegetarian,74,belvedere tiburon,2012-06-30,other
32,strictly anything,66,san francisco,2012-04-19,other
37,,66,san francisco,2012-06-26,other
61,mostly anything,64,san francisco,2012-06-20,other
33,,69,oakland,2012-06-30,other
26,vegetarian,66,san francisco,2012-07-01,stem
44,mostly anything,69,mill valley,2012-06-30,other
24,mostly halal,63,berkeley,2012-01-02,other
48,anything,67,oakland,2012-06-09,other
28,,67,oakland,2012-04-23,other
33,mostly anything,64,oakland,2012-06-30,other
35,anything,69,san francisco,2012-06-30,other
23,vegetarian,71,san francisco,2012-07-01,other
21,strictly other,75,oakland,2012-06-14,other
25,,68,palo alto,2012-07-01,other
21,strictly anything,64,vallejo,2012-05-10,stem
35,,69,san francisco,2012-06-17,stem
27,,70,stanford,2012-06-30,other
33,strictly anything,70,palo alto,2012-06-24,stem
23,strictly anything,69,berkeley,2012-06-28,other
33,anything,71,san francisco,2012-04-13,other
48,mostly anything,71,belvedere tiburon,2012-02-22,stem
38,,66,san francisco,2012-06-30,other
35,,65,san francisco,2012-06-25,other
21,strictly anything,69,berkeley,2012-06-08,other
57,anything,61,orinda,2012-06-21,other
24,mostly anything,67,san francisco,2012-06-23,other
26,mostly other,71,san francisco,2012-06-29,other
22,,63,palo alto,2012-06-30,other
41,,64,san francisco,2012-05-14,other
28,,63,san francisco,2012-06-30,stem
30,,71,san francisco,2012-06-30,stem
52,mostly vegetarian,63,sausalito,2012-06-29,other
25,strictly anything,66,san francisco,2012-06-28,stem
31,,72,san francisco,2012-06-30,other
43,,67,novato,2012-01-27,other
60,,72,sausalito,2011-09-10,other
19,mostly anything,66,san francisco,2012-05-15,other
36,,62,oakland,2012-06-29,stem
31,mostly anything,63,pinole,2012-06-28,other
38,,68,san francisco,2012-06-30,other
19,anything,67,oakland,2011-09-12,other
24,,73,san francisco,2012-06-20,stem
61,mostly other,74,sausalito,2012-06-28,other
46,mostly anything,73,berkeley,2012-06-26,other
55,,70,san francisco,2012-06-23,other
23,strictly anything,74,san leandro,2012-06-30,other
29,,65,berkeley,2012-06-29,other
30,,67,san mateo,2011-08-15,other
32,,76,san francisco,2012-06-30,other
32,,64,san francisco,2012-06-26,other
26,mostly vegan,64,oakland,2011-08-28,other
25,mostly anything,67,san francisco,2012-06-29,other
29,mostly anything,66,san francisco,2012-06-30,other
24,strictly anything,70,san francisco,2012-07-01,other
29,,26,oakland,2011-11-30,other
24,strictly anything,66,san francisco,2012-06-29,other
22,anything,65,san francisco,2012-06-29,other
26,mostly vegetarian,71,san francisco,2012-06-30,other
29,mostly anything,65,san francisco,2012-06-30,stem
31,mostly other,71,san mateo,2012-03-09,other
28,mostly other,71,berkeley,2012-07-01,other
23,strictly anything,66,san mateo,2012-07-01,other
30,,61,san francisco,2012-06-02,other
37,,68,castro valley,2012-06-30,other
23,mostly anything,65,menlo park,2012-06-30,other
34,strictly anything,74,pacifica,2012-05-27,other
25,mostly other,72,san leandro,2012-06-17,stem
24,,65,san francisco,2012-01-08,other
27,,64,san francisco,2012-06-30,other
33,,72,san francisco,2012-06-06,other
28,,73,oakland,2012-06-30,other
37,,68,san francisco,2012-06-13,other
24,mostly halal,63,corte madera,2012-07-01,stem
34,,66,san francisco,2011-11-27,other
30,anything,69,san francisco,2012-06-30,other
26,anything,67,san francisco,2012-06-17,stem
34,mostly anything,64,oakland,2012-06-29,other
22,mostly vegetarian,64,san francisco,2011-10-21,other
23,mostly anything,95,san francisco,2011-07-31,other
41,,71,oakland,2012-06-30,other
34,,73,san francisco,2012-06-15,other
32,,68,sausalito,2012-06-30,other
31,mostly anything,66,san francisco,2012-06-15,stem
28,,72,san francisco,2012-06-29,stem
35,mostly anything,72,san francisco,2012-06-30,stem
30,,65,san francisco,2012-04-24,other
35,,65,san francisco,2012-06-30,other
30,strictly anything,70,san francisco,2012-07-01,other
39,strictly anything,65,san francisco,2012-06-24,other
21,mostly anything,68,san lorenzo,2012-06-26,other
26,mostly anything,65,alameda,2012-06-29,other
30,,66,san francisco,2011-12-15,other
23,mostly anything,62,palo alto,2012-06-30,other
21,mostly vegan,69,san francisco,2012-06-11,stem
26,mostly anything,68,san francisco,2012-06-27,stem
34,mostly vegetarian,68,emeryville,2012-06-30,other
24,,70,san leandro,2012-07-01,other
41,,67,berkeley,2012-06-20,other
53,mostly anything,73,san mateo,2012-06-30,other
32,mostly anything,71,san francisco,2012-06-30,stem
53,,67,san mateo,2011-11-20,other
48,mostly anything,72,berkeley,2012-05-25,other
28,mostly anything,70,redwood city,2012-07-01,stem
31,anything,64,san francisco,2012-06-30,other
33,strictly anything,69,san francisco,2012-06-29,other
27,other,70,alameda,2012-06-27,other
51,anything,60,san francisco,2012-06-22,other
25,anything,66,san francisco,2012-04-24,other
27,strictly anything,71,san carlos,2012-02-18,other
28,mostly anything,70,san francisco,2012-02-23,other
30,mostly anything,65,oakland,2012-06-29,other
27,mostly anything,66,san francisco,2012-06-29,stem
40,anything,62,palo alto,2012-06-29,stem
51,,66,oakland,2012-06-29,other
24,mostly anything,62,emeryville,2012-06-30,other
25,strictly anything,68,san francisco,2012-06-29,stem
24,,65,daly city,2012-06-28,other
24,strictly anything,64,san francisco,2012-06-04,other
39,mostly vegetarian,68,san anselmo,2012-06-30,other
28,strictly anything,70,san francisco,2012-06-22,other
29,mostly vegetarian,63,san francisco,2012-06-21,other
38,,66,san francisco,2012-06-30,other
41,mostly anything,71,san francisco,2012-06-28,other
30,vegan,70,berkeley,2012-06-30,other
38,,68,san leandro,2011-11-24,other
30,mostly anything,70,san francisco,2012-06-19,stem
24,mostly anything,72,oakland,2012-06-30,other
29,strictly anything,60,berkeley,2012-06-13,other
40,mostly anything,72,oakland,2012-06-15,other
37,strictly other,63,oakland,2012-04-15,other
49,,68,san francisco,2012-04-10,other
25,mostly anything,65,castro valley,2012-06-29,other
21,mostly anything,71,san francisco,2012-06-29,other
31,mostly anything,63,san mateo,2012-06-03,other
28,vegetarian,74,berkeley,2012-06-30,other
27,,62,alameda,2012-06-03,other
61,mostly anything,67,novato,2012-01-15,other
26,,70,san francisco,2012-06-30,stem
39,,72,san francisco,2012-06-18,other
46,anything,68,san francisco,2012-05-12,other
44,,73,pleasant hill,2012-06-29,other
44,strictly anything,68,san francisco,2012-06-21,other
58,strictly vegan,67,san francisco,2012-06-30,other
40,,67,san francisco,2012-06-30,other
43,,71,san francisco,2012-06-24,other
38,,66,san francisco,2012-06-30,other
21,mostly vegetarian,66,san francisco,2012-06-28,other
41,anything,67,oakland,2012-06-29,other
40,mostly anything,68,el cerrito,2012-02-05,stem
28,,66,san francisco,2012-06-25,stem
45,mostly anything,74,walnut creek,2012-06-28,other
28,,69,san francisco,2012-07-01,other
26,mostly anything,70,san francisco,2012-06-30,stem
40,mostly anything,69,pleasant hill,2011-09-23,other
27,mostly anything,71,san francisco,2012-06-27,stem
23,strictly anything,73,san francisco,2012-06-30,other
26,,69,san francisco,2012-06-25,other
25,,67,berkeley,2012-06-20,stem
41,mostly anything,70,san francisco,2012-06-25,other
36,,68,san francisco,2012-01-21,other
38,,72,oakland,2012-07-01,other
54,mostly anything,66,emeryville,2012-06-29,other
26,,72,san francisco,2012-06-29,other
47,anything,68,sausalito,2012-06-30,other
32,,63,berkeley,2012-06-24,other
27,mostly vegetarian,66,redwood city,2012-06-26,other
25,mostly anything,73,berkeley,2012-03-24,stem
35,anything,71,san mateo,2012-06-25,other
28,,71,san francisco,2012-01-20,other
31,mostly vegetarian,74,san francisco,2012-07-01,other
28,,70,belmont,2012-06-30,stem
23,mostly anything,73,san francisco,2012-07-01,stem
21,strictly anything,69,san francisco,2012-04-28,other
57,,70,san mateo,2012-06-30,stem
30,mostly vegan,66,san mateo,2012-06-18,other
36,mostly anything,67,millbrae,2012-06-30,stem
28,,70,san francisco,2012-05-17,stem
54,mostly anything,72,san rafael,2012-06-29,other
27,strictly anything,62,rodeo,2012-06-19,other
26,strictly anything,68,palo alto,2012-06-30,stem
42,,70,san francisco,2012-02-09,other
26,strictly anything,70,san francisco,2012-02-20,other
23,mostly anything,68,san francisco,2012-06-30,other
18,mostly anything,70,san francisco,2012-06-20,other
27,mostly vegetarian,66,san francisco,2012-06-29,other
30,,63,alameda,2012-06-30,other
49,mostly anything,74,emeryville,2012-06-29,other
36,mostly anything,71,san francisco,2012-06-30,other
30,,63,san francisco,2012-06-29,other
29,mostly anything,67,san francisco,2012-06-30,other
26,,68,san francisco,2012-07-01,other
25,,71,san francisco,2012-06-30,other
27,,70,san francisco,2012-04-01,stem
